sha256,class_label,split,relative_path,source,source_id,source_url,origin_url,license,license_url,attribution,format,width,height,file_size_bytes,retrieved_at
7f5e1f845eb1234609d3a793f0b9dbe43cfc833a48e1499d538a27ab25208181,bird,train,images/train/bird/7f5e1f845eb1234609d3a793f0b9dbe43cfc833a48e1499d538a27ab25208181.png,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Bird_Diversity_2011.png,https://commons.wikimedia.org/wiki/File:Bird_Diversity_2011.png,https://upload.wikimedia.org/wikipedia/commons/d/d2/Bird_Diversity_2011.png?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,"Southern_cassowary.jpg : Frank Wouters of Antwerp, Belgium Head_Peacock.jpg : http://commons.wikimedia.org/wiki/User:Jkather King_Penguin's_Toboggan_in_Asahiyama_Zoo.jpg : 青子守歌 Kiwi_hg.jpg : Hannes Grobe Opisthocomus_hoazin.jpg : Linda De Volder Ostrich_Ngorongoro_04.jpg : Nicor Colca-condor-c03.jpg : http://commons.wikimedia.org/wiki/User:File_Upload_Bot_(Colegota) BroadbilledHummingbird.jpg : www.naturespicsonline.com Mute_Swan_Osaka.jpg : Kuribo ( talk ) Owl_eyes.jpg : Brocken Inaglory Lightm",PNG,529,785,784368,2026-08-18 12:45:08.437311+00:00
865902552134b96b7dcc1885d2d1929438fc04a97476f236319649cac3e19778,bird,train,images/train/bird/865902552134b96b7dcc1885d2d1929438fc04a97476f236319649cac3e19778.png,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Bird_Diversity_2013.png,https://commons.wikimedia.org/wiki/File:Bird_Diversity_2013.png,https://upload.wikimedia.org/wikipedia/commons/b/bf/Bird_Diversity_2013.png?utm_source=commons.wikimedia.org&utm_campaign=index&utm_content=original,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,Concerto,PNG,999,1392,2511984,2026-08-18 12:45:07.917132+00:00
8bded4a6625ca272c37da1399207c020c3f10d9cda5555d941899bd1106de546,bird,train,images/train/bird/8bded4a6625ca272c37da1399207c020c3f10d9cda5555d941899bd1106de546.jpg,openverse,fb39b58b-8931-4c1e-91e1-a0fb7d49fdb3,https://www.flickr.com/photos/165056554@N04/42041348224,https://live.staticflickr.com/1741/42041348224_2421a7ee0f.jpg,CC-BY-2.0,https://creativecommons.org/licenses/by/2.0/,"""bird on gate"" by jessdone8 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",JPEG,500,158,32062,2026-08-18 12:44:34.835868+00:00
9308e267673c9df8a106b83e3a5ae53e12a8ee600e1853ac25c4654af83a1b9a,bird,train,images/train/bird/9308e267673c9df8a106b83e3a5ae53e12a8ee600e1853ac25c4654af83a1b9a.jpg,openverse,f948870c-231d-42f3-8940-13a8905dae52,https://www.flickr.com/photos/87249144@N08/52519166317,https://live.staticflickr.com/65535/52519166317_dd940f5a85_b.jpg,CC-BY-2.0,https://creativecommons.org/licenses/by/2.0/,"""ab766 Birding in Folsom"" by FolsomNatural is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",JPEG,1024,915,186598,2026-08-18 12:44:33.832191+00:00
94197ee5675291fede5026d30b421e4bcd70098db0885ddba842ee777b989713,bird,train,images/train/bird/94197ee5675291fede5026d30b421e4bcd70098db0885ddba842ee777b989713.jpg,openverse,216cde67-b02a-4a27-9ea9-1bf41de0c745,https://www.flickr.com/photos/30346812@N07/51328147962,https://live.staticflickr.com/65535/51328147962_f804cac3e3_b.jpg,CC-BY-2.0,https://creativecommons.org/licenses/by/2.0/,"""Russell Knott congratulates quick draw champ Dee Woolem at the Bird Cage Theatre, Knott's Berry Farm, 1957"" by Orange County Archives is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",JPEG,1024,790,180647,2026-08-18 12:44:34.340381+00:00
95dc835bb102626f5e33b8867e46dfe50cbd7aa42ab10f36ce2057b4764dfe86,bird,train,images/train/bird/95dc835bb102626f5e33b8867e46dfe50cbd7aa42ab10f36ce2057b4764dfe86.jpg,openverse,c0e93087-0d36-4f9a-91d7-e2288743b408,https://www.flickr.com/photos/44636446@N04/51987004621,https://live.staticflickr.com/65535/51987004621_3d5c7902cc_b.jpg,PDM-1.0,https://creativecommons.org/publicdomain/mark/1.0/,"""BIRD OF THUNDER BY LEO ZABALA"" by U.S. Department of Veterans Affairs is marked with Public Domain Mark 1.0. To view the terms, visit https://creativecommons.org/publicdomain/mark/1.0/.",JPEG,734,1024,122218,2026-08-18 12:44:33.832181+00:00
98f60bb56e238bc6f3ecc1022b6a52c635f4698d8a8bba1ae7005a102139d022,bird,train,images/train/bird/98f60bb56e238bc6f3ecc1022b6a52c635f4698d8a8bba1ae7005a102139d022.jpg,openverse,adca0c08-93cf-4652-bb65-46a4158f5bdd,https://www.flickr.com/photos/124790945@N06/48017806596,https://live.staticflickr.com/65535/48017806596_720ec7e0b9_b.jpg,CC-BY-2.0,https://creativecommons.org/licenses/by/2.0/,"""Myna (Common myna) bird on the tree, Thailand"" by Phuketian.S is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",JPEG,1024,683,138873,2026-08-18 12:44:34.340331+00:00
a0023689be8292cceac3a3522b411a04f8254c08e67c9e719a8bd1d0cff3b532,bird,train,images/train/bird/a0023689be8292cceac3a3522b411a04f8254c08e67c9e719a8bd1d0cff3b532.jpg,openverse,2ed07269-085f-4be4-96cf-d5ddb6ac7308,https://www.flickr.com/photos/56218409@N03/51498576594,https://live.staticflickr.com/65535/51498576594_c3c4b4522e_b.jpg,CC-BY-2.0,https://creativecommons.org/licenses/by/2.0/,"""Campeche Bird"" by matthias.ripp is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",JPEG,1024,700,150267,2026-08-18 12:44:35.333727+00:00
a7cd3803ec0a9994e45dae28e24caf3a80cdb94b02231e08f6f8b5a8f81e0991,bird,train,images/train/bird/a7cd3803ec0a9994e45dae28e24caf3a80cdb94b02231e08f6f8b5a8f81e0991.jpg,openverse,24de4750-071c-4ad6-99b3-9354b4f6561e,https://www.flickr.com/photos/45409431@N00/51711427425,https://live.staticflickr.com/65535/51711427425_52270801ef_b.jpg,CC-BY-2.0,https://creativecommons.org/licenses/by/2.0/,"""Birds of pray"" by marfis75 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",JPEG,683,1024,58183,2026-08-18 12:44:35.333710+00:00
a8b155917a7a9e68f8fe626a24cb6477cc480a2dacc974e964bc218a6cae3295,bird,train,images/train/bird/a8b155917a7a9e68f8fe626a24cb6477cc480a2dacc974e964bc218a6cae3295.jpg,openverse,53558e8c-452a-4bf8-a0de-b1635ceeaf20,https://www.flickr.com/photos/146832554@N06/52414817489,https://live.staticflickr.com/65535/52414817489_bca3c61bdf_b.jpg,CC-BY-SA-2.0,https://creativecommons.org/licenses/by-sa/2.0/,"""Thirsty Bird"" by pom'. is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",JPEG,1024,1024,157015,2026-08-18 12:44:33.832209+00:00
b34a173efc47861786a565cca9c7f6180cd4ca4cee5c5df4395e760899164ff4,bird,train,images/train/bird/b34a173efc47861786a565cca9c7f6180cd4ca4cee5c5df4395e760899164ff4.jpg,openverse,5b2a14c7-4297-418c-b6da-ccc3adfc7c14,https://www.flickr.com/photos/138221136@N04/52592261935,https://live.staticflickr.com/65535/52592261935_e01affb639_b.jpg,CC-BY-2.0,https://creativecommons.org/licenses/by/2.0/,"""The bird likes to show off :-))))"" by munchflemming is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",JPEG,1023,680,223752,2026-08-18 12:44:34.340370+00:00
c2d75b6a6810a5502ca275c96f5ec256622ca891136f81e6c0fd66acff019df3,bird,train,images/train/bird/c2d75b6a6810a5502ca275c96f5ec256622ca891136f81e6c0fd66acff019df3.jpg,openverse,bd83e8e8-b837-4a17-bdc3-04a68720ec2f,https://www.flickr.com/photos/7156765@N05/51566225906,https://live.staticflickr.com/65535/51566225906_2c568edb0b_b.jpg,PDM-1.0,https://creativecommons.org/publicdomain/mark/1.0/,"""Stratford Ontario ~ Canada ~ Bird & Flowers ~ Shakespearean Garden Botanical ~ Heritage"" by Onasill - Bill Badzo - 149 Million Views - Thank Y is marked with Public Domain Mark 1.0. To view the terms, visit https://creativecommons.org/publicdomain/mark/1.0/.",JPEG,1024,1024,314013,2026-08-18 12:44:33.832177+00:00
c469431ac892a04f3795edb18f20b0a75929ecd2a6ef4b95f00dcc4f6a85cfb1,bird,train,images/train/bird/c469431ac892a04f3795edb18f20b0a75929ecd2a6ef4b95f00dcc4f6a85cfb1.jpg,openverse,576fa97a-b13f-42bc-b5f9-e4c8ee11da5e,https://www.flickr.com/photos/96142817@N03/52494761653,https://live.staticflickr.com/65535/52494761653_458c7ba17f_b.jpg,CC-BY-2.0,https://creativecommons.org/licenses/by/2.0/,"""Bird Attitude"" by jjmusgrove is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",JPEG,1024,683,90607,2026-08-18 12:44:35.333688+00:00
caf000223ffc5eea184b233fb5b50dc2af8536cac85d97791d152c0891f89782,bird,train,images/train/bird/caf000223ffc5eea184b233fb5b50dc2af8536cac85d97791d152c0891f89782.jpg,openverse,e33e8829-8687-4d32-b904-8f88951f384d,https://www.flickr.com/photos/26344495@N05/48682461847,https://live.staticflickr.com/65535/48682461847_4fe08863de_b.jpg,CC-BY-2.0,https://creativecommons.org/licenses/by/2.0/,"""Close-up of a swan on land and two young man in the background obeserving the bird"" by Ivan Radic is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",JPEG,1024,683,238122,2026-08-18 12:44:35.333743+00:00
d994767eacd1fa58ae772e56cdc923593d61e7d828414933e8cfe1df2fcd7da4,bird,train,images/train/bird/d994767eacd1fa58ae772e56cdc923593d61e7d828414933e8cfe1df2fcd7da4.jpg,openverse,051bd786-bc34-4d3e-8c56-a2ae4ffeb2bb,https://www.flickr.com/photos/55856449@N04/31737773605,https://live.staticflickr.com/302/31737773605_3c63f24e2b_b.jpg,CC-BY-SA-2.0,https://creativecommons.org/licenses/by-sa/2.0/,"""Bird"" by Infomastern is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",JPEG,1024,683,150585,2026-08-18 12:44:34.835872+00:00
db8efb139809f7349cb01333be813e531eaafd38637d042ca7c2e0704dde8303,bird,train,images/train/bird/db8efb139809f7349cb01333be813e531eaafd38637d042ca7c2e0704dde8303.jpg,openverse,b4427c1a-2f85-41f0-866e-0e9aac4b0710,https://www.flickr.com/photos/61686453@N02/51389354994,https://live.staticflickr.com/65535/51389354994_e0b8f87c95_b.jpg,CC-BY-2.0,https://creativecommons.org/licenses/by/2.0/,"""Bird on a Windmill"" by deckerme is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",JPEG,1024,768,137287,2026-08-18 12:44:33.832236+00:00
